iter	MultiClass
0	0.9775187078
1	0.8782247228
2	0.7958858787
3	0.7268040351
4	0.6669711876
5	0.6144875018
6	0.5696718698
7	0.528368819
8	0.4942057882
9	0.4625075984
10	0.4335415808
11	0.4065670933
12	0.3852916336
13	0.3629631922
14	0.3421335385
15	0.3244309485
16	0.30790333
17	0.2924292268
18	0.277724455
19	0.2642886806
20	0.2523868529
21	0.2407692982
22	0.2300881423
23	0.2201863548
24	0.2115924935
25	0.2037816494
26	0.1963396591
27	0.1889816469
28	0.1823590539
29	0.1757864466
30	0.169877744
31	0.1640894078
32	0.1592967964
33	0.1541167701
34	0.1490778474
35	0.1451733889
36	0.1415225958
37	0.1378382526
38	0.1338120479
39	0.1309519863
40	0.1278165105
41	0.1245683783
42	0.1221183321
43	0.1191266581
44	0.116584281
45	0.1137573085
46	0.1114956791
47	0.1092824376
48	0.1070514635
49	0.1051820974
50	0.1031980988
51	0.1017799001
52	0.09988542578
53	0.09852343619
54	0.09677688351
55	0.0952483928
56	0.09394427033
57	0.09224436444
58	0.09058696908
59	0.08934380587
60	0.08784226252
61	0.08714334399
62	0.08574081095
63	0.08442104955
64	0.08334683748
65	0.08216043125
66	0.08128804153
67	0.08004097081
68	0.07906640421
69	0.07809604543
70	0.07695849565
71	0.07602434835
72	0.07527790102
73	0.07437591441
74	0.07349226983
75	0.072726132
76	0.07184816834
77	0.07092316256
78	0.07010785541
79	0.06938544595
80	0.06866482221
81	0.06818059068
82	0.06721240004
83	0.06659704526
84	0.06586893737
85	0.06520443345
86	0.06441744392
87	0.0638442833
88	0.0633934743
89	0.06271574139
90	0.06224884219
91	0.06145383757
92	0.0609027467
93	0.06029970025
94	0.05986914685
95	0.05921693328
96	0.0587581104
97	0.05828130761
98	0.05778506861
99	0.05711911258
100	0.05663578926
101	0.05617135275
102	0.05556397962
103	0.05498337085
104	0.05447419155
105	0.05400728587
106	0.05336637432
107	0.05277837126
108	0.05233936496
109	0.05188822057
110	0.0514014667
111	0.05104844078
112	0.05062365919
113	0.0502073773
114	0.04988659155
115	0.04963382154
116	0.04931602095
117	0.04894415949
118	0.04852116431
119	0.04822085228
120	0.04785331519
121	0.04761632175
122	0.04715270843
123	0.04680787555
124	0.04648337018
125	0.04615406272
126	0.04574506404
127	0.04537466168
128	0.04500915616
129	0.04468948804
130	0.04434093068
131	0.04406138801
132	0.04370569624
133	0.04324398347
134	0.042843322
135	0.04249828884
136	0.04218996937
137	0.04193486956
138	0.04159564576
139	0.04123431116
140	0.04098281616
141	0.0407969418
142	0.04052210391
143	0.04028875144
144	0.04008957169
145	0.03975147605
146	0.03948218395
147	0.03906941843
148	0.03885736214
149	0.03855569607
150	0.03825275571
151	0.03805653395
152	0.0378687294
153	0.03761717477
154	0.03735630608
155	0.03714134337
156	0.03690382676
157	0.03669463974
158	0.03647543215
159	0.03621882573
160	0.03599272095
161	0.03569581441
162	0.03549851995
163	0.03533154713
164	0.03515572437
165	0.03505924326
166	0.03490380927
167	0.03475582555
168	0.03454428357
169	0.03435482224
170	0.03413143365
171	0.03397644881
172	0.03378634477
173	0.03359831699
174	0.03337104416
175	0.03323618715
176	0.03310059002
177	0.03294401876
178	0.03266916824
179	0.03252604197
180	0.0323135236
181	0.03209980261
182	0.03182258959
183	0.03155960343
184	0.0313760394
185	0.03115235899
186	0.03094236544
187	0.03076707169
188	0.0306658064
189	0.03052539712
190	0.03046236083
191	0.03033656968
192	0.03011232254
193	0.02993194409
194	0.02977198154
195	0.02965657702
196	0.02946044146
197	0.02936172765
198	0.02917555077
199	0.02895746396
200	0.02885952152
201	0.02873084353
202	0.02863456292
203	0.02853582864
204	0.02846468348
205	0.02833330063
206	0.0281935298
207	0.02812117225
208	0.02800079241
209	0.02792756433
210	0.02781164761
211	0.02766184053
212	0.02751158869
213	0.02738818282
214	0.02728477171
215	0.02717184231
216	0.02703033483
217	0.02691514431
218	0.02676667098
219	0.02661598689
220	0.02650704253
221	0.02640066836
222	0.02627551718
223	0.02619486957
224	0.02602107958
225	0.02591970521
226	0.02581759557
227	0.0257050932
228	0.02560070013
229	0.02544284676
230	0.02531042135
231	0.0252113973
232	0.02506597291
233	0.02498956287
234	0.02493058815
235	0.02475339046
236	0.02464374017
237	0.02459117935
238	0.02446567117
239	0.02431479085
240	0.02411770225
241	0.02401394306
242	0.02388630719
243	0.02376862281
244	0.0236640077
245	0.02354150279
246	0.02340531216
247	0.02333856874
248	0.02325872663
249	0.02313006798
250	0.02307776115
251	0.02295972647
252	0.02283867625
253	0.02278386892
254	0.0226877719
255	0.02260322678
256	0.02248820252
257	0.02243305962
258	0.02228853484
259	0.02222515984
260	0.02215919473
261	0.02208372403
262	0.02201112094
263	0.02194144683
264	0.02186144036
265	0.02180443486
266	0.0217082643
267	0.02164911048
268	0.02152537501
269	0.02144625737
270	0.02134503123
271	0.02120630461
272	0.02109342774
273	0.02101361426
274	0.02095481385
275	0.02087407953
276	0.02077666959
277	0.02072344699
278	0.02067498958
279	0.02062081445
280	0.02056517013
281	0.02050204379
282	0.02040076905
283	0.02032435418
284	0.0202562477
285	0.02023489831
286	0.02015685191
287	0.02005489298
288	0.0199703195
289	0.01985763776
290	0.01978019272
291	0.01969384674
292	0.01963276407
293	0.01958451646
294	0.01951501645
295	0.01943987058
296	0.01941483805
297	0.01934674067
298	0.01926384082
299	0.01920538504
300	0.0191583987
301	0.01908519129
302	0.01902590786
303	0.01895491808
304	0.01887221168
305	0.01879388481
306	0.01870713347
307	0.01860853061
308	0.01857949261
309	0.01848999904
310	0.01839505706
311	0.01829999063
312	0.01821016333
313	0.01812817679
314	0.01803587308
315	0.01796189188
316	0.01792355244
317	0.01782295424
318	0.01774208972
319	0.01769862631
320	0.01763985529
321	0.0175861197
322	0.0175174906
323	0.01745590115
324	0.01739831816
325	0.01733386819
326	0.01725741617
327	0.01719731725
328	0.01715410796
329	0.01712181265
330	0.01707518165
331	0.01703187524
332	0.01697497606
333	0.0169291613
334	0.01683444882
335	0.01677312899
336	0.01671966868
337	0.01667574764
338	0.01662544841
339	0.01656364043
340	0.01649888546
341	0.01645138982
342	0.01642770632
343	0.01636432921
344	0.01632777491
345	0.01624744183
346	0.01618644331
347	0.01614707877
348	0.01607908403
349	0.01605652281
350	0.01600785333
351	0.01597896348
352	0.01592281758
353	0.0158640568
354	0.01581044011
355	0.01577549758
356	0.01571666529
357	0.01567462118
358	0.01564357711
359	0.01560297674
360	0.01555266173
361	0.01552624391
362	0.01547477807
363	0.01540502203
364	0.01535445402
365	0.01533628197
366	0.01527514198
367	0.01522434198
368	0.0151890332
369	0.01514466018
370	0.01510700682
371	0.01508904243
372	0.01506658845
373	0.01504861933
374	0.01501868014
375	0.01498366915
376	0.0149337739
377	0.01489282919
378	0.01483331308
379	0.01476623595
380	0.01475829306
381	0.01472201129
382	0.01467867571
383	0.0146340451
384	0.01460457852
385	0.01454753012
386	0.01449548245
387	0.01443933546
388	0.01438802985
389	0.01433546731
390	0.01428657724
391	0.01424569488
392	0.01419376807
393	0.01415742664
394	0.01412212071
395	0.01409152875
396	0.01406285135
397	0.01401928996
398	0.01397928705
399	0.01393726185
400	0.01389641056
401	0.0138700137
402	0.01381622683
403	0.01375967098
404	0.01373023309
405	0.01370591922
406	0.01365056821
407	0.01362532256
408	0.01358962187
409	0.013556633
410	0.01352516457
411	0.01347837312
412	0.01344394865
413	0.01340812585
414	0.0133597769
415	0.01331447878
416	0.01328254615
417	0.01323742374
418	0.01319165912
419	0.0131668216
420	0.01313092459
421	0.01310844956
422	0.01307517265
423	0.01304739883
424	0.01298975989
425	0.01294716916
426	0.01292058898
427	0.0128949455
428	0.01284985449
429	0.01281712538
430	0.01279025434
431	0.01276364634
432	0.01272071931
433	0.01269597507
434	0.01265149701
435	0.01264150562
436	0.01262199572
437	0.01259130945
438	0.01256045576
439	0.01250539431
440	0.01246433841
441	0.01243993767
442	0.01241323355
443	0.01238959929
444	0.01235049036
445	0.01233407649
446	0.01230710914
447	0.01224340317
448	0.01222024233
449	0.01218094095
450	0.01214066267
451	0.01209376494
452	0.01204542469
453	0.01200526187
454	0.01195607901
455	0.01189210394
456	0.01185507051
457	0.01182308237
458	0.01178914635
459	0.01176122301
460	0.01173035643
461	0.01168240457
462	0.01163479572
463	0.01160840841
464	0.01157619134
465	0.01154966347
466	0.0115185156
467	0.01149129538
468	0.01144228447
469	0.0114217436
470	0.01139075747
471	0.0113663202
472	0.01133599933
473	0.01131404891
474	0.01127405691
475	0.0112420816
476	0.01121261555
477	0.01117723235
478	0.01115725412
479	0.01112623063
480	0.0110939748
481	0.01107127848
482	0.01104620233
483	0.01100358093
484	0.01097232535
485	0.01095205659
486	0.01092750131
487	0.01090631913
488	0.01088669724
489	0.0108588139
490	0.01083452967
491	0.01080906433
492	0.01077555673
493	0.01075729131
494	0.01072813637
495	0.01069672935
496	0.01067332345
497	0.01065870051
498	0.01063040665
499	0.01059433576
500	0.01057288841
501	0.01054796453
502	0.0105293115
503	0.01050694301
504	0.01047116973
505	0.01044422956
506	0.01042056971
507	0.01040266134
508	0.01036814283
509	0.01034778761
510	0.01033319841
511	0.01031796516
512	0.01028747059
513	0.0102636642
514	0.01025247913
515	0.01022931642
516	0.01019881571
517	0.01017261201
518	0.0101566484
519	0.01012760106
520	0.01010357185
521	0.01006765333
